Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\2026 (1)\02 - FEV - 26\24 02 - TER\B8- CNJ PRAZO ENVIO CONTRIBUIÇÕES.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\24 02 - TER\B5- TJRN PARTICIPAÇÃO EMPRESA SAÚDE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\24 02 - TER\B1- TJRN SÃO JOSÉ PROCESSO SELETIVO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\24 02 - TER\B7- ESMARN CURSO PLANILHAS ELETRÔNICAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\24 02 - TER\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B10- TJRN EMPRESA TRANSPORTE CONDENADA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B8- TJRN RECONHECE DESVIO FUNÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B7- TJRN IDOSA CAPITALIZAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B3- DPERN CRIAÇÃO CARGOS APOIO ESCOLAR .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B6- ESMARN CURSO INTELIGÊNCIA ARTIFICIAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B5- CNJ INSCRIÇÕES CIENCIAS DE DADOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B9- TJRN CUSTO OBRAS ACESSIBILIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B2- ALRN ABRE TRABALHOS LEGISLATIVO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B4- TRT RN DOA VEÍCULOS INSTITUTO CEGOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\B1- MPRN CONDENAÇÃO EMPRESÁRIOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\06 02 - SEX\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B8- TJRN INCONSTITUCIONALIDADE LEI ENEM .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B3- TJRN AÇÕES PENITENCIÁRIA ALCAÇUZ .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B1- TJRN AÇÃO IMPROBIDADE SERVIDOR DETRAN.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B9- TRT RN DESCARACTERIZA TRABALHO INTERMITENTE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B2- TJRN CRESCIMENTO CAMARA CRIMINAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B10- DPERN PRAZO INSCRIÇÕES SUSTENTABILIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B7- TJRN ANULA PREGÃO CONSÓRCIO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B4- TJRN FABRICANTE REDE FARMACIA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B5- TJRN ESTÁGIO GRUPO METAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\B6- TJRN CONDENA HOMEM MAUS-TRATOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\02 02 - SEG\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B6- REATIVAÇÃO CONTA MOTORISTA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B4- ACIDENTE PARTICIPANTE PROJETO SOCIAL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B9- VISITA TÉCNICA COMISSÃO FUNDIÁRIA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B2- TJRN SESSÃO ORDINÁRIA CANCELADA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B3- CONDENAÇÃO CANCELAMENTO RESERVA VIAGEM.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B8- CONDENAÇÃO ROUBO COM ARMA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B5- JÚRI POPULAR TENTATIVA HOMICÍDIO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B7- IMPROBIDADE GUAMARÉ.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B1- TJRN PLANO SAÚDE VALOR .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\B10- INDENIZAÇÃO CANCELAMENTO VOO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\19 02 - QUI\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B9 - SESSÃO EXTRAORDINÁRIA PRIMEIRA CÂMARA CÍVEL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B10 - AÇÃO NACIONAL CONTRA FEMINICÍDIO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B8- OAB RN ALERTA GOLPE EXAME ORDEM.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B7- TRT RN BANCO DANOS MORAIS ADOECIMENTO MENTAL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B4- TJRN HOMEM CONDENADO ROUBO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B6- TJRN CONDENA BANCO DIGITAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B1- TJRN INSTALAÇÃO MEDIDORES ENERGIA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B3- TJRN CONDENA EX-ASSESSORA IMPROBIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B2- TJRN MORADOR MOSSORÓ TRATAMENTO MÉDICO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\B5- TJRN REDE SOCIAL CONTA PERFIL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\05 02 - QUI\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B2- TJRN HOMEM AGREDIU COLEGA TIJOLO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B3- TJRN RECONHECE DIREITO ISENÇÃO IPVA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B8- DPERN NUCLEO MACAÍBA PROCESSO SELETIVO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B10- MPRN CAPACITAÇÃO PROMOÇÃO GESTÃO MUNICIPAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B4- TJRN MANTIDO JÚRI ACUSADO TRÊS HOMICÍDIOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B5- TJRN PREFEITO CIDADE CONDENADO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B1- TJRN EMPRESAS EVENTOS CONDENADAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B7- DPERN DECISÃO PROFISSIONAL APOIO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B9- TRT RN REVERTIDA DEMISSÃO JUSTA CAUSA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\B6- TJRN SANTA MARIA AREA LIXÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02 - SEX\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B3- TJRN REDE SOCIAL DEVE EXCLUIR.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B8 - CARTILHA JULGAMENTO PERSPECTIVA DE GÊNERO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B10 - INDENIZAÇÃO PATINETE ELÉTRICO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B2- TJRN MANTIDA SENTENÇA APLICADA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B4- TJRN PEDIDO PENSÃO PROVISÓRIA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B9 - MEDICAMENTO ANEMIA FALCIFORME.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B1- TJRN ESTADO REALIZE PROCEDIMENTO MÉDICO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B5 - DANOS MORAIS VENDA VEÍCULO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B7 - MEDIDA PROTETIVA RELAÇÃO HOMOAFETIVA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\B6 - SESSÃO HÍBRIDA CRIMINAL 2-03.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\26 02 - QUI\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B7- TJRN ALERTA SOBRE SMS FALSO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B4- TJRN REALIZA MUTIRÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B1- TJRN CONDENA MUNICIPIO ALUGUEIS ATRASADOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B5- TJRN COMARCA PORTALEGRE INSCRIÇÕES .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B8- OAB RN CENSO DIFICULDADES JOVENS BRASIL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B3- TJRN CONSUMIDORA INDENIZADA INADIMPLENTES .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B2- TJRN RISCO DESABAMENTO MURO NATAL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B9- TRT RN JUSTIÇA RESTAURATIVA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B6- TJRN ORIENTA PARTICIPAÇÃO CRIANÇAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\B10- DPERN DECISÃO FAVORÁVEL PRESO CONDENAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02 - TER\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B9- ALRN GOVERNADORA LEITURA ANUAL  .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B2- TJRN MANTIDA PENA ACUSADO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B6- TJRN DETERMINA EXCLUSÃO CONTAS FALSAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B7- TJRN DEFINIDAS REGRAS AREIA BRANCA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B8- MPRN CRIAÇÃO PROTOCOLO UNIDADES SOCIOEDUCATIVAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B5- TJRN SEGURADORA CONDENADA INDENIZAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B10- TRT RN CONCLUI EXPEDIÇÃO PRECATÓRIOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B3- TJRN PLANO SAÚDE MEDICAMENTOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B1- TJRN REFORMA SENTENÇA PLATAFORMA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\B4- TJRN ALMINO AFONSO SELEÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02- QUA\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B3- VARA CRIMINAL ESTÁGIO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B9- TJRN COMARCA SÃO BENTO INTERINO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B2- TJRN IA ROTINAS PRESTAÇÃO JURISDICIONAL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B4- TJRN COMARCA EXTREMOZ DEMANDAS JUDICIAIS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B6- TJRN PASSAGEIRO INDENIZADO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B1- TJRN SUSPENDE LICITAÇÃO CANGUARETAMA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B7- TJRN MANTÉM INDEFERIMENTO TRAILER MOSSORÓ .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B10- TJRN REDE SOCIAL CONDENADA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B5- TRE RN CANAL RECEBIMENTO DENÚNCIAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\B8- TJRN OPERADORA SAÚDE TRATAMENTO AUTISMO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\03 02 - TER\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B2- TJRN MULHER CONDENADA DETENÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B1- TJRN LAUDO MÉDICO ASSISTENTE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B3- TJRN PLANO SAÚDE CUSTEAR TRATAMENTO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B4- TJRN SEMANA MULHER 2026.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B5- ESTÁGIO CEJUSC CURRAIS NOVOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B8- COSERN DANOS MORAIS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B10- CONDENAÇÃO FALSO TERAPEUTA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B6- FORNECIMENTO ENERGIA ESCOLAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B7- DANOS MORAIS ATRASO VOO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\B9- INDENIZAÇÃO FALHAS PANO SAÚDE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\23 02 - SEG\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B9- TJRN REGRAS PARTICIPAÇÃO CRIANÇAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B2- TJRN COMARCA ALEXANDRIA SELEÇÃO INTERINOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B6 - EXAMES RESSONÂNCIA TÓRAX.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B10- TJRN ACUSADOS INTEGRAR FACÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B3- TJRN CEARÁ-MIRIM SUSPENDE EXPEDIENTE .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B8- TJRN BRINQUE DIREITO CAMPANHA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B5 - CANCELADA SESSÃO 3ª CÂMARA CÍVEL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B1- TJRN CARRO DEFEITO APÓS COMPRA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B7 - CONTRATO VERBAL IMÓVEL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
